production_budget,worldwide_gross,title_year,aspect_ratio,duration.1,cast_total_facebook_likes,budget,imdb_score,opening_gross,screens
95000000.0,263900000.0,1997.0,2.35,126.0,39319.0,93000000.0,7.7,17031345.0,2500.0
95000000.0,65700000.0,2000.0,1.85,89.0,3372.0,95000000.0,6.9,12846652.0,3218.0
95000000.0,94894448.0,2009.0,2.35,135.0,2370.0,65000000.0,6.7,116616.0,3.0
95000000.0,94894448.0,2009.0,2.35,135.0,2369.0,65000000.0,6.7,116616.0,3.0
95000000.0,110623265.0,2014.0,2.35,102.0,17098.0,95000000.0,5.5,7217640.0,2875.0
94000000.0,936429370.0,2003.0,1.85,100.0,5641.0,94000000.0,8.2,16687773.0,2904.0
94000000.0,1141408667.0,2003.0,2.35,192.0,6434.0,94000000.0,8.9,72629713.0,3703.0
94000000.0,934703179.0,2002.0,2.35,172.0,23052.0,94000000.0,8.7,727645.0,126.0
94000000.0,273330185.0,2001.0,2.35,100.0,12150.0,115000000.0,5.7,47735743.0,3308.0
93000000.0,365900000.0,2001.0,1.85,92.0,2574.0,93000000.0,5.9,50771645.0,3434.0
93000000.0,482860185.0,2011.0,2.35,105.0,13118.0,93000000.0,7.6,54806191.0,3648.0
92500000.0,162839667.0,2008.0,2.35,107.0,1614.0,90000000.0,6.6,24740537.0,3847.0
92000000.0,614726752.0,2004.0,2.35,115.0,1901.0,92000000.0,8.0,70467623.0,3933.0
92000000.0,304249198.0,2013.0,1.85,101.0,15481.0,92000000.0,5.3,24834845.0,3553.0
91000000.0,188536838.0,2013.0,2.35,114.0,5095.0,90000000.0,7.3,13000000.0,2909.0
90000000.0,587790539.0,1997.0,1.85,98.0,12998.0,90000000.0,7.3,51068455.0,3020.0
90000000.0,511358276.0,1999.0,1.85,82.0,21275.0,90000000.0,7.9,57388839.0,3236.0
90000000.0,347425832.0,2001.0,2.35,90.0,664.0,90000000.0,6.6,67408222.0,3118.0
90000000.0,498438212.0,2009.0,1.85,128.0,23996.0,90000000.0,7.6,62304277.0,3626.0
90000000.0,859701857.0,2009.0,1.85,94.0,1258.0,90000000.0,7.0,41690382.0,4099.0
90000000.0,288693989.0,2000.0,2.35,130.0,12890.0,100000000.0,6.6,29702959.0,2813.0
90000000.0,487519809.0,2011.0,2.35,96.0,12071.0,90000000.0,7.0,39225962.0,3827.0
90000000.0,289660619.0,2006.0,2.35,151.0,45648.0,90000000.0,8.5,26887467.0,3017.0
90000000.0,259736090.0,2000.0,2.35,94.0,15419.0,92000000.0,5.5,40128550.0,3037.0
90000000.0,303500000.0,1998.0,1.66,88.0,4478.0,90000000.0,7.5,22745143.0,2888.0
90000000.0,191091250.0,2008.0,2.35,121.0,23484.0,92000000.0,7.0,25812796.0,3319.0
90000000.0,239373970.0,2011.0,2.35,158.0,20388.0,90000000.0,7.8,12750000.0,2914.0
90000000.0,165900000.0,1997.0,2.35,150.0,12289.0,90000000.0,7.4,20584908.0,1923.0
90000000.0,202910991.0,2008.0,1.85,113.0,13446.0,90000000.0,5.5,38531374.0,3462.0
90000000.0,235296080.0,2015.0,1.85,92.0,38450.0,90000000.0,5.0,14287159.0,3653.0
90000000.0,186049020.0,2001.0,2.35,95.0,15237.0,120000000.0,6.8,329011.0,2.0
90000000.0,203902107.0,2008.0,1.85,121.0,14165.0,75000000.0,7.1,21027007.0,2711.0
90000000.0,244126300.0,2015.0,2.35,106.0,35367.0,88000000.0,5.6,24011616.0,3723.0
90000000.0,235900000.0,2001.0,1.85,146.0,6217.0,100000000.0,7.1,29352630.0,3242.0
90000000.0,155750628.0,2003.0,2.35,88.0,2622.0,90000000.0,4.9,24278410.0,3122.0
90000000.0,191200000.0,2000.0,1.85,119.0,2356.0,95000000.0,5.7,26414386.0,2956.0
90000000.0,162753837.0,2005.0,2.35,128.0,2100.0,80000000.0,6.4,22822455.0,2758.0
90000000.0,200859554.0,2013.0,2.35,106.0,10882.0,90000000.0,5.9,14401054.0,3031.0
90000000.0,157092943.0,2003.0,2.35,117.0,33154.0,95000000.0,5.5,21783641.0,3222.0
90000000.0,313404841.0,2016.0,2.35,129.0,23031.0,90000000.0,6.9,22383146.0,3232.0
90000000.0,143049560.0,2001.0,2.35,114.0,12499.0,92000000.0,7.0,21689125.0,2770.0
90000000.0,169400000.0,1997.0,2.35,116.0,475.0,68000000.0,6.2,16278873.0,2307.0
90000000.0,106000000.0,2000.0,2.35,114.0,4902.0,90000000.0,5.6,22855247.0,3054.0
90000000.0,87420776.0,1999.0,1.85,132.0,55254.0,100000000.0,6.8,8234926.0,2518.0
90000000.0,120100000.0,1997.0,1.85,104.0,5062.0,90000000.0,5.4,14581740.0,2774.0
90000000.0,140900000.0,1997.0,2.35,111.0,26088.0,86000000.0,6.1,18063265.0,2504.0
90000000.0,65716126.0,2002.0,2.35,138.0,15149.0,100000000.0,6.7,12778459.0,2828.0
90000000.0,139877913.0,2011.0,2.35,110.0,27694.0,75000000.0,5.8,8674452.0,3017.0
90000000.0,20466016.0,2010.0,2.35,110.0,2728.0,90000000.0,4.4,65894.0,45.0
88000000.0,105021488.0,2005.0,2.35,144.0,2523.0,88000000.0,8.0,18320205.0,2812.0
86000000.0,148715342.0,2003.0,2.35,140.0,13808.0,87000000.0,7.3,20854735.0,1987.0
85000000.0,427230516.0,2000.0,1.85,143.0,15838.0,90000000.0,7.7,28883406.0,2774.0
85000000.0,450728529.0,2001.0,2.35,116.0,13028.0,85000000.0,7.8,38107822.0,3075.0
85000000.0,288587450.0,2004.0,2.35,108.0,14161.0,75000000.0,7.8,52521865.0,3165.0
85000000.0,315268353.0,1997.0,2.35,124.0,23603.0,85000000.0,6.4,37132505.0,2919.0
85000000.0,276014965.0,2014.0,2.35,139.0,22226.0,85000000.0,6.7,54607747.0,3936.0
85000000.0,378505812.0,2012.0,1.85,91.0,37142.0,85000000.0,7.1,42522194.0,3349.0
85000000.0,340384141.0,2007.0,2.35,107.0,662.0,85000000.0,7.1,34440317.0,3730.0
85000000.0,208542162.0,2012.0,2.35,115.0,36237.0,85000000.0,6.8,40172720.0,3119.0
85000000.0,311744465.0,2007.0,2.35,122.0,43499.0,85000000.0,6.9,36133403.0,3565.0
85000000.0,224614744.0,2009.0,1.85,120.0,15226.0,85000000.0,6.6,22100822.0,2887.0
85000000.0,250649836.0,1998.0,2.35,140.0,11951.0,90000000.0,7.3,20038573.0,2393.0
85000000.0,191932158.0,2006.0,1.85,83.0,6081.0,85000000.0,6.2,23624548.0,3833.0
85000000.0,153487972.0,2011.0,2.35,104.0,3768.0,75000000.0,6.2,24025190.0,3367.0
85000000.0,66941559.0,2000.0,1.85,100.0,4182.0,85000000.0,4.8,19883351.0,2704.0
85000000.0,173613482.0,2012.0,1.85,106.0,11454.0,85000000.0,5.6,18132085.0,3603.0
85000000.0,157794205.0,2006.0,2.35,104.0,1235.0,85000000.0,6.0,23973840.0,3027.0
85000000.0,96971293.0,2001.0,2.35,131.0,5103.0,68000000.0,7.6,13810266.0,1509.0
85000000.0,80831893.0,2003.0,2.35,104.0,16930.0,85000000.0,6.7,18533765.0,3152.0
85000000.0,149717124.0,2011.0,1.85,97.0,2707.0,100000000.0,7.1,12068931.0,3376.0
85000000.0,114979922.0,2010.0,1.85,82.0,3326.0,85000000.0,4.3,12279363.0,3705.0
85000000.0,44650003.0,1998.0,1.85,178.0,23950.0,90000000.0,7.1,15017995.0,2503.0
85000000.0,78353508.0,2002.0,1.85,108.0,1460.0,85000000.0,5.5,15058432.0,2824.0
85000000.0,48056764.0,2010.0,1.85,112.0,12687.0,60000000.0,7.5,10609795.0,2818.0
85000000.0,74132631.0,2003.0,2.35,135.0,1439.0,60000000.0,5.4,12053131.0,3017.0
84000000.0,276294164.0,2002.0,1.85,86.0,6355.0,84000000.0,4.9,54155312.0,3447.0
84000000.0,166307945.0,2000.0,1.85,109.0,2818.0,65000000.0,4.3,42518830.0,3242.0
84000000.0,137162560.0,2013.0,2.35,116.0,25220.0,84000000.0,6.7,18048422.0,3016.0
82500000.0,237685089.0,2006.0,1.85,107.0,12700.0,70000000.0,6.4,40011365.0,3749.0
82500000.0,143985708.0,2006.0,1.85,97.0,23907.0,53296153.115867846,6.4,11457353.0,3566.0
82500000.0,223636949.0,2008.0,2.35,88.0,21863.0,85000000.0,6.1,32092991.0,3428.0
82500000.0,160388063.0,2008.0,1.85,120.0,3632.0,85000000.0,7.0,34539115.0,3204.0
82000000.0,190320568.0,2005.0,2.35,113.0,13693.0,82000000.0,6.4,58613245.0,3634.0
82000000.0,268268174.0,2010.0,2.35,113.0,46355.0,80000000.0,6.5,34825135.0,3270.0
82000000.0,96024898.0,2000.0,2.35,123.0,5839.0,82000000.0,5.9,13020883.0,2516.0
81000000.0,483473962.0,2003.0,1.85,101.0,21276.0,81000000.0,6.7,85734045.0,3483.0
80000000.0,677923379.0,2012.0,2.35,142.0,49942.0,78000000.0,7.3,152535747.0,4137.0
80000000.0,586464305.0,2011.0,2.35,102.0,16143.0,80000000.0,6.5,85946294.0,3615.0
80000000.0,470909901.0,2015.0,1.85,89.0,26839.0,80000000.0,6.7,48464322.0,3754.0
80000000.0,343397247.0,2006.0,1.85,83.0,22813.0,80000000.0,6.8,38457003.0,4059.0
80000000.0,245800000.0,2002.0,1.66,85.0,3112.0,80000000.0,7.2,35260212.0,3191.0
80000000.0,349464664.0,1998.0,2.35,120.0,22750.0,75000000.0,6.1,41152375.0,3156.0
80000000.0,247023808.0,2013.0,1.85,101.0,39269.0,80000000.0,5.4,41508572.0,3491.0
80000000.0,349088523.0,2011.0,1.85,87.0,4073.0,75000000.0,4.4,23244744.0,3723.0
80000000.0,226739416.0,2008.0,1.85,110.0,44798.0,80000000.0,6.5,38683480.0,3911.0
80000000.0,260700012.0,2005.0,1.85,91.0,1804.0,75000000.0,6.3,36045301.0,3776.0
80000000.0,299461782.0,2010.0,2.35,138.0,29585.0,80000000.0,8.1,41062440.0,2991.0
80000000.0,266685242.0,2003.0,1.85,128.0,22679.0,80000000.0,6.7,16064723.0,2677.0
80000000.0,168311558.0,2008.0,1.85,88.0,9913.0,80000000.0,5.6,31069826.0,3310.0
80000000.0,221468935.0,2008.0,2.35,99.0,12831.0,80000000.0,6.1,27450296.0,3681.0
80000000.0,183354514.0,2002.0,2.35,117.0,16828.0,80000000.0,7.7,22079481.0,1797.0
80000000.0,214974953.0,2011.0,1.85,117.0,16325.0,80000000.0,6.4,30514732.0,3548.0
80000000.0,178066569.0,2008.0,2.35,118.0,5637.0,80000000.0,6.6,29150721.0,3510.0
80000000.0,224117573.0,1997.0,2.35,123.0,15362.0,75000000.0,6.8,24131738.0,2824.0
80000000.0,204774690.0,2010.0,1.85,80.0,4394.0,80000000.0,4.6,16411322.0,3515.0
80000000.0,165173909.0,2003.0,2.35,154.0,61110.0,79000000.0,7.2,14574213.0,2163.0
80000000.0,158750817.0,2010.0,2.35,118.0,44797.0,80000000.0,6.9,38437553.0,3111.0
80000000.0,177993801.0,1997.0,1.85,90.0,50005.0,80000000.0,5.2,35892031.0,2641.0
80000000.0,250200000.0,1996.0,1.77,88.0,15001.0,80000000.0,6.3,27528529.0,2650.0
80000000.0,211755593.0,2014.0,2.35,134.0,20411.0,68000000.0,7.6,82251953.0,3313.0
80000000.0,158926474.0,2006.0,1.85,93.0,1267.0,65000000.0,5.6,20220412.0,3477.0
80000000.0,170805525.0,2011.0,2.35,102.0,5392.0,80000000.0,5.2,20065617.0,3482.0
80000000.0,142783718.0,1997.0,2.35,135.0,8355.0,75000000.0,6.7,19313566.0,2806.0
80000000.0,164800000.0,1998.0,2.35,98.0,12729.0,70000000.0,5.7,16485276.0,2550.0
80000000.0,106515310.0,2002.0,2.35,83.0,14261.0,80000000.0,7.0,23213736.0,3317.0
80000000.0,147080413.0,2001.0,2.35,99.0,25942.0,80000000.0,6.5,18145632.0,2678.0
80000000.0,136047317.0,1998.0,2.35,130.0,12186.0,80000000.0,5.1,20154919.0,3306.0
80000000.0,96148711.0,2004.0,1.85,129.0,20056.0,80000000.0,6.6,20018620.0,2867.0
80000000.0,60507228.0,1999.0,1.78,74.0,814.0,80000000.0,7.3,2911485.0,1313.0
80000000.0,98983590.0,2002.0,2.35,96.0,1919.0,80000000.0,5.9,22610437.0,2944.0
80000000.0,71485043.0,1998.0,2.35,113.0,49631.0,85000000.0,7.0,15833592.0,2526.0
80000000.0,50632037.0,1998.0,1.85,114.0,10731.0,90000000.0,5.6,10602042.0,2502.0
80000000.0,141475336.0,2005.0,2.35,129.0,2864.0,75000000.0,5.9,16328506.0,3520.0
80000000.0,58270391.0,2000.0,1.85,90.0,25190.0,80000000.0,5.3,16063904.0,2910.0
80000000.0,105299638.0,2005.0,1.85,118.0,27114.0,88000000.0,5.9,15092079.0,3087.0
80000000.0,101371017.0,1996.0,2.35,106.0,22590.0,70000000.0,6.3,9384272.0,1955.0
80000000.0,130580730.0,2013.0,2.35,87.0,1971.0,80000000.0,5.2,7300000.0,3231.0
80000000.0,66554547.0,2000.0,1.85,145.0,1825.0,80000000.0,7.3,46668.0,8.0
80000000.0,158908290.0,1996.0,1.85,114.0,25126.0,80000000.0,5.8,10014795.0,2175.0
80000000.0,131234406.0,2015.0,2.35,106.0,16922.0,90000000.0,6.0,10812861.0,3082.0
80000000.0,108469033.0,2014.0,2.35,105.0,1099.0,80000000.0,5.6,10340823.0,2658.0
80000000.0,54540662.0,2003.0,2.35,91.0,5593.0,80000000.0,5.7,9317371.0,2903.0
80000000.0,53508858.0,2009.0,2.35,118.0,619.0,80000000.0,5.8,257232.0,4.0
80000000.0,26703184.0,2003.0,2.35,116.0,43887.0,80000000.0,5.6,8440629.0,2787.0
80000000.0,86787530.0,2009.0,2.35,104.0,152.0,40000000.0,7.8,6000000.0,1206.0
80000000.0,69131860.0,1998.0,1.85,97.0,2521.0,80000000.0,5.8,6162640.0,2384.0
80000000.0,20841123.0,1997.0,2.35,177.0,4346.0,80000000.0,6.0,5260324.0,2207.0
80000000.0,33463969.0,2000.0,2.35,106.0,2.0,70000000.0,5.7,8721296.0,2703.0
80000000.0,40147042.0,2007.0,1.85,99.0,2323.0,80000000.0,5.9,5951409.0,2776.0
80000000.0,6300451.0,2005.0,2.35,102.0,1890.0,52000000.0,4.2,1190791.0,816.0
79000000.0,318146162.0,2012.0,1.85,94.0,27842.0,79000000.0,5.8,27335363.0,3470.0
79000000.0,150519217.0,2011.0,1.85,91.0,27405.0,79000000.0,3.4,25003575.0,3438.0
78000000.0,317668058.0,2001.0,1.85,135.0,2827.0,58000000.0,8.2,2501096.0,524.0
78000000.0,274392649.0,2013.0,2.35,95.0,848.0,78000000.0,6.5,34017930.0,4001.0
78000000.0,206455420.0,2002.0,2.35,124.0,35867.0,78000000.0,7.2,36540945.0,3357.0
78000000.0,107336658.0,2004.0,2.35,136.0,36925.0,100000000.0,6.7,18829435.0,3063.0
78000000.0,179265204.0,2003.0,2.35,110.0,4714.0,78000000.0,5.8,23075892.0,3002.0
78000000.0,43957541.0,2004.0,2.0,125.0,1970.0,50000000.0,5.1,18054001.0,2803.0
77500000.0,90226482.0,2015.0,2.35,108.0,30230.0,81200000.0,7.8,28140.0,45.0
76000000.0,974873764.0,2013.0,1.85,98.0,11905.0,76000000.0,7.5,83517315.0,3997.0
76000000.0,35129610.0,2000.0,1.85,92.0,28050.0,76000000.0,4.1,6814270.0,2460.0
75000000.0,514103326.0,2016.0,1.85,87.0,4782.0,75000000.0,6.8,104352905.0,4370.0
75000000.0,817400878.0,1996.0,2.35,154.0,16785.0,75000000.0,6.9,50228264.0,2.0
75000000.0,618638999.0,1997.0,1.85,129.0,1635.0,73000000.0,6.5,90161880.0,3281.0
75000000.0,556559566.0,2005.0,1.85,86.0,1777.0,75000000.0,6.9,61012130.0,4131.0
75000000.0,272223430.0,2010.0,1.85,102.0,28497.0,80000000.0,6.0,40506562.0,3534.0
75000000.0,371917043.0,2004.0,1.85,90.0,63165.0,75000000.0,6.0,47604606.0,4016.0
75000000.0,296339717.0,2000.0,2.35,104.0,21397.0,75000000.0,7.4,54471475.0,3025.0
75000000.0,342416460.0,2008.0,2.35,110.0,25763.0,75000000.0,6.7,217432.0,71.0
75000000.0,196324496.0,2004.0,2.35,99.0,12952.0,75000000.0,6.8,45107871.0,3591.0
75000000.0,202871849.0,2007.0,2.35,117.0,1673.0,75000000.0,6.7,27476745.0,3121.0
75000000.0,351723989.0,2013.0,2.35,125.0,13312.0,75000000.0,7.3,29350389.0,2925.0
75000000.0,155708695.0,2006.0,2.35,130.0,2856.0,70000000.0,6.5,378950.0,3.0
75000000.0,97387965.0,1999.0,1.85,110.0,5320.0,75000000.0,4.1,21889138.0,2814.0
75000000.0,211562435.0,2011.0,1.85,110.0,16691.0,75000000.0,6.1,32206425.0,3112.0
75000000.0,218673959.0,2004.0,1.85,128.0,16199.0,60000000.0,7.3,19053199.0,2811.0
75000000.0,141267370.0,2006.0,2.35,91.0,17299.0,75000000.0,6.6,22217226.0,3553.0
75000000.0,118230763.0,2009.0,1.85,100.0,5174.0,35000000.0,5.4,17012212.0,3271.0
75000000.0,213500000.0,2000.0,1.85,124.0,3424.0,75000000.0,5.9,15507845.0,2307.0
75000000.0,119512771.0,2007.0,1.85,102.0,60646.0,75000000.0,7.1,15952430.0,2575.0
75000000.0,94944017.0,2005.0,2.4,118.0,15889.0,53000000.0,5.7,23450212.0,3216.0
75000000.0,131492772.0,2005.0,2.35,163.0,2529.0,70000000.0,7.6,6040860.0,532.0
75000000.0,95572749.0,2010.0,2.35,100.0,25206.0,75000000.0,5.4,15837266.0,2859.0
75000000.0,105445109.0,2015.0,2.35,116.0,15735.0,75000000.0,7.3,13535000.0,3638.0
75000000.0,85632458.0,2003.0,2.35,142.0,16580.0,70000000.0,6.6,17057213.0,2973.0
75000000.0,72785169.0,2006.0,1.85,110.0,5609.0,70000000.0,5.6,18044396.0,3235.0
75000000.0,54344321.0,2004.0,1.85,131.0,12522.0,80000000.0,6.5,8817853.0,2438.0
75000000.0,71523271.0,2001.0,2.35,123.0,13934.0,80000000.0,6.6,13050700.0,3207.0
75000000.0,39251128.0,1999.0,2.35,148.0,804.0,75000000.0,6.7,5223416.0,2132.0
75000000.0,89758389.0,2011.0,2.35,128.0,7067.0,82000000.0,6.1,19058199.0,3033.0
75000000.0,77636443.0,2005.0,2.35,113.0,103354.0,52000000.0,6.6,10214734.0,2123.0
75000000.0,50409753.0,2003.0,2.35,116.0,14028.0,75000000.0,5.3,11112632.0,2840.0
75000000.0,36751979.0,2000.0,2.35,94.0,15857.0,75000000.0,6.6,9376845.0,2734.0
75000000.0,34009180.0,2004.0,2.35,113.0,4397.0,45000000.0,6.1,5019430.0,2604.0
75000000.0,14623082.0,1998.0,2.35,99.0,2542.0,75000000.0,6.0,6447237.0,2507.0
75000000.0,5409517.0,2001.0,1.85,93.0,5580.0,75000000.0,4.7,2685078.0,1722.0
74000000.0,1163624481.0,2015.0,1.85,91.0,13616.0,74000000.0,6.4,115200000.0,4301.0
74000000.0,311594032.0,2015.0,1.85,92.0,5217.0,74000000.0,6.0,55365012.0,3641.0
73243106.0,248099143.0,2000.0,2.35,106.0,33645.0,75000000.0,7.2,30330771.0,2708.0
73000000.0,162870525.0,2006.0,2.35,122.0,12410.0,73000000.0,6.6,47042215.0,3803.0
73000000.0,346634366.0,2016.0,1.85,97.0,24350.0,73000000.0,6.3,38155177.0,3932.0
73000000.0,103891409.0,1998.0,2.35,98.0,15269.0,69000000.0,5.9,16310373.0,2713.0
73000000.0,50168294.0,1998.0,2.35,134.0,1044.0,75000000.0,6.0,18586765.0,2814.0
72500000.0,527071022.0,2007.0,2.35,87.0,3086.0,75000000.0,7.4,74036787.0,3922.0
72500000.0,109362966.0,2008.0,2.35,112.0,13827.0,70000000.0,5.6,21589295.0,3125.0
72500000.0,71880305.0,2009.0,1.85,153.0,11852.0,75000000.0,6.4,22657780.0,3007.0
72500000.0,86509602.0,2007.0,2.35,110.0,5187.0,70000000.0,7.1,17135055.0,2793.0
72000000.0,96947540.0,2005.0,2.35,125.0,15850.0,70000000.0,7.1,27726210.0,2411.0
72000000.0,54616869.0,2001.0,2.35,116.0,14780.0,72000000.0,4.5,12174504.0,2905.0
72000000.0,37306334.0,2001.0,1.85,152.0,4310.0,72000000.0,6.9,7366207.0,2361.0
72000000.0,62176754.0,2004.0,2.35,109.0,55.0,59660000.0,7.1,6144160.0,2175.0
71682975.0,257641634.0,2004.0,1.85,108.0,7273.0,60000000.0,6.5,50746142.0,3730.0
70702619.0,408265690.0,2002.0,1.85,106.0,1675.0,72000000.0,6.7,60117080.0,3264.0
70000000.0,937008132.0,2004.0,1.85,93.0,1148.0,150000000.0,7.2,108037878.0,4163.0
70000000.0,443483213.0,2009.0,1.85,88.0,5227.0,75000000.0,4.5,48875415.0,3700.0
70000000.0,310138178.0,1999.0,2.35,116.0,12790.0,70000000.0,5.5,35055556.0,3158.0
70000000.0,267200000.0,2002.0,2.35,132.0,14790.0,70000000.0,5.8,44506103.0,3374.0
70000000.0,308700000.0,1996.0,1.85,139.0,3667.0,80000000.0,6.6,34216088.0,2676.0
70000000.0,207154748.0,2003.0,2.35,117.0,14486.0,80000000.0,6.0,37062535.0,3202.0
70000000.0,202726605.0,2001.0,1.85,141.0,11458.0,68000000.0,6.9,25015518.0,2742.0
70000000.0,150562164.0,2013.0,2.35,119.0,31782.0,70000000.0,6.5,30373794.0,3098.0
70000000.0,213463976.0,2011.0,2.35,116.0,4001.0,70000000.0,5.8,37573187.0,3417.0
70000000.0,172543519.0,2004.0,2.35,109.0,3222.0,60000000.0,5.6,38291056.0,3395.0
70000000.0,156815529.0,2011.0,2.35,146.0,46726.0,66000000.0,7.2,14527972.0,2376.0
70000000.0,114658262.0,2002.0,2.35,124.0,6181.0,75000000.0,7.1,20212543.0,3143.0
70000000.0,158702748.0,2014.0,2.35,118.0,27674.0,70000000.0,6.1,22700000.0,3083.0
70000000.0,117800000.0,1998.0,2.35,103.0,6207.0,58000000.0,6.4,22052836.0,2620.0
70000000.0,123954323.0,2003.0,1.37,125.0,16138.0,70000000.0,8.0,207377.0,6.0
70000000.0,160379930.0,2012.0,2.35,88.0,5861.0,70000000.0,6.4,25306725.0,3078.0
70000000.0,216821942.0,2014.0,2.35,92.0,5178.0,70000000.0,6.3,23514615.0,2885.0
70000000.0,137431619.0,2010.0,2.35,136.0,1579.0,70000000.0,6.3,19011188.0,3565.0
70000000.0,70546865.0,2011.0,2.35,111.0,18510.0,70000000.0,5.3,17816230.0,2940.0
70000000.0,116625798.0,1998.0,2.35,116.0,32563.0,70000000.0,6.3,13931285.0,2541.0
70000000.0,137022245.0,2007.0,2.35,127.0,16034.0,70000000.0,7.7,9169779.0,2540.0
70000000.0,61031932.0,2012.0,2.35,136.0,712.0,75000000.0,5.9,14437269.0,3470.0
70000000.0,131445884.0,1997.0,2.35,136.0,12226.0,70000000.0,7.0,10066508.0,2103.0
70000000.0,49730854.0,2004.0,1.85,106.0,12871.0,70000000.0,6.1,15580278.0,3170.0
70000000.0,69157016.0,2002.0,2.35,116.0,12993.0,70000000.0,5.6,11007367.0,2944.0
70000000.0,54612337.0,2005.0,2.35,113.0,13517.0,60000000.0,5.2,15488870.0,3043.0
70000000.0,48197252.0,2016.0,2.35,117.0,3524.0,53296153.115867846,6.8,10288932.0,3143.0
70000000.0,103735965.0,2013.0,2.35,115.0,15708.0,50000000.0,6.7,9800000.0,2883.0
70000000.0,65409046.0,2011.0,2.35,116.0,49608.0,35000000.0,6.5,9300000.0,2986.0
70000000.0,19870567.0,1998.0,2.35,97.0,13628.0,70000000.0,5.8,8009024.0,2107.0
70000000.0,33076815.0,2002.0,2.35,125.0,15916.0,60000000.0,6.3,8907413.0,2459.0
70000000.0,25852508.0,2002.0,2.35,98.0,2763.0,70000000.0,3.0,9013548.0,2762.0
70000000.0,61402445.0,2014.0,2.35,99.0,1520.0,70000000.0,4.2,8600000.0,2104.0
70000000.0,14294842.0,2002.0,2.35,91.0,1846.0,70000000.0,3.6,7010474.0,2705.0
70000000.0,13596911.0,2001.0,2.35,95.0,3734.0,70000000.0,6.2,5271248.0,2305.0
70000000.0,20107933.0,2013.0,2.157505658669081,88.0,6946.0,70000000.0,5.6,3715931.0,2575.0
70000000.0,19535476.0,2015.0,2.35,133.0,28129.0,70000000.0,5.4,4415000.0,2567.0
69000000.0,543495033.0,2010.0,1.85,87.0,11608.0,69000000.0,7.7,56397125.0,3476.0
69000000.0,86796502.0,2010.0,1.85,114.0,10419.0,53296153.115867846,5.9,23527839.0,2911.0
68000000.0,706102828.0,2010.0,2.35,124.0,52547.0,68000000.0,4.9,83637242.0,4468.0
68000000.0,193500000.0,2002.0,2.35,124.0,12556.0,68000000.0,6.4,31178526.0,3183.0
68000000.0,216500183.0,2015.0,2.35,125.0,30010.0,68000000.0,6.4,33507870.0,3442.0
68000000.0,87173475.0,2011.0,2.35,111.0,3393.0,36000000.0,5.9,13535374.0,2950.0
68000000.0,75685268.0,2003.0,2.35,136.0,12194.0,68000000.0,5.5,15027423.0,2945.0
68000000.0,33462011.0,1999.0,1.85,121.0,3986.0,65000000.0,6.0,10017865.0,2136.0
68000000.0,60265197.0,1999.0,2.35,157.0,18216.0,68000000.0,7.9,6712361.0,1809.0
67500000.0,118556530.0,2008.0,2.35,128.0,29824.0,70000000.0,7.1,12884416.0,2710.0
67500000.0,137489730.0,2012.0,2.35,105.0,8281.0,69000000.0,5.9,16306974.0,3108.0
67000000.0,25357771.0,2007.0,2.35,102.0,14625.0,35000000.0,5.4,2746312.0,2002.0
66000000.0,211700000.0,1999.0,2.35,113.0,1302.0,66000000.0,6.2,20145595.0,2815.0
66000000.0,194169619.0,2014.0,2.35,132.0,7081.0,66000000.0,6.5,17844939.0,3115.0
65000000.0,485035085.0,1998.0,1.85,169.0,44998.0,70000000.0,8.6,30576104.0,2463.0
65000000.0,374105123.0,2000.0,1.37,127.0,5838.0,70000000.0,6.4,33614543.0,3012.0
65000000.0,273346281.0,2012.0,2.35,150.0,25517.0,65000000.0,7.4,21049406.0,1775.0
65000000.0,386116343.0,2002.0,1.85,103.0,5437.0,59000000.0,7.6,46312454.0,3316.0
65000000.0,463517383.0,1999.0,2.35,136.0,18563.0,63000000.0,8.7,27788331.0,2849.0
65000000.0,172825854.0,2002.0,1.85,104.0,5265.0,60000000.0,5.5,29008696.0,3350.0
65000000.0,250800000.0,1998.0,1.85,119.0,17768.0,65000000.0,6.5,18426749.0,2691.0
65000000.0,163442936.0,2014.0,2.35,137.0,2938.0,65000000.0,7.2,30621445.0,3131.0
65000000.0,163442936.0,2014.0,2.35,137.0,2938.0,65000000.0,7.2,30621445.0,3131.0
65000000.0,211739043.0,2010.0,2.35,95.0,23018.0,65000000.0,6.6,32689406.0,3355.0
65000000.0,128468793.0,2008.0,2.35,106.0,11264.0,65000000.0,6.9,30940732.0,3094.0
65000000.0,233700000.0,1998.0,2.35,136.0,12396.0,65000000.0,6.7,22525855.0,2515.0
65000000.0,128874043.0,2000.0,2.35,130.0,17771.0,65000000.0,6.4,18093776.0,2805.0
65000000.0,139840525.0,2014.0,2.39,118.0,4796.0,65000000.0,5.2,15861939.0,3116.0
65000000.0,69688384.0,2000.0,1.85,104.0,16452.0,60000000.0,6.1,12687726.0,2167.0
65000000.0,141205169.0,2003.0,1.85,117.0,12850.0,65000000.0,6.4,11528498.0,2677.0
65000000.0,180148897.0,2012.0,2.35,99.0,1375.0,65000000.0,6.4,17435092.0,3008.0
65000000.0,104267443.0,1999.0,1.66,159.0,11424.0,65000000.0,7.3,21706163.0,2411.0
65000000.0,156974557.0,2012.0,2.35,103.0,29808.0,65000000.0,6.3,17405930.0,3189.0
